PC1,PC2,PC3,Ticker,Cluster
0.28903951657937926,-0.22076213520525845,0.0881385110551271,REGN,24.0
-0.40457519582094603,0.049007211619485305,0.08518486017828839,RF,17.0
0.23760625424981932,-0.07923722064851774,0.030215664344913285,RMD,22.0
-0.12808409718366986,-0.06680817265980689,0.08005054682528964,ROK,8.0
0.07586220323829934,-0.04402478930595928,0.08037540048659964,ROP,12.0
-0.08217347507336549,0.09571592337758464,-0.1345872533365294,ROST,32.0
0.11325225434973595,-0.18375168657904456,0.011201397101701698,RVTY,0.0
0.33901922623363145,0.11059253337082575,0.14587271157121476,SJM,19.0
-0.4782310849653223,0.07934814771051248,0.26120835047741653,SLB,28.0
0.15773197395598362,-0.21002101565436282,-0.07833825259376376,SNPS,3.0
-0.3555174491354695,0.4115742952362947,-0.2932034924341214,SPG,34.0
0.13003047948531263,-0.016372905150114705,0.003941351535520607,STE,0.0
-0.2880441941777104,-0.07532545170198632,0.1404618704521149,STLD,11.0
-0.23593331006928198,-0.041160204666308445,0.09823714489173659,STT,14.0
-0.05197224875520134,-0.36199927000781573,-0.11676077246784468,SWKS,7.0
-0.33335138266724773,0.10131665642689279,-0.1170930606722945,SYF,13.0
0.04691657961694002,0.044560204623090696,-0.07924147479480255,SYK,0.0
-0.14269396267726273,0.22870316511325647,-0.1922591401225178,SYY,32.0
